Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
10/20/2023,66.00,59.00,62.50,6.60,2,0,1.83,0.00,0.00
10/21/2023,68.00,58.00,63.00,7.40,2,0,0.25,0.00,0.00
10/22/2023,62.00,49.00,55.50,0.30,9,0,0.00,0.00,0.00
10/23/2023,64.00,48.00,56.00,1.20,9,0,0.00,0.00,0.00
10/24/2023,70.00,44.00,57.00,2.50,8,0,0.00,0.00,0.00
10/25/2023,77.00,48.00,62.50,8.40,2,0,0.00,0.00,0.00
10/26/2023,82.00,54.00,68.00,14.20,0,3,0.00,0.00,0.00
10/27/2023,78.00,59.00,68.50,15.10,0,4,0.00,0.00,0.00
10/28/2023,84.00,61.00,72.50,19.40,0,8,0.00,0.00,0.00
10/29/2023,65.00,51.00,58.00,5.20,7,0,0.38,0.00,0.00
10/30/2023,63.00,51.00,57.00,4.60,8,0,0.56,0.00,0.00
10/31/2023,54.00,46.00,50.00,-2.10,15,0,0.01,0.00,0.00
